name,brand_names,key_ingredients,ratings,number_of_ratings,key_benefit_areas
SBL Chininum Arsenicosum Dilution 30 CH,SBL Pvt Ltd,,,,Others
SBL Lolium Temulentum Dilution 30 CH,SBL Pvt Ltd,,4.8,10,Others
Dr. Reckeweg Caulophyllum Mother Tincture Q,Dr Reckeweg & Co,,,,Others
Bakson's Carduus Marianus Mother Tincture Q,Bakson's Homeopathy,Carduus marianus,,,Others
SBL Chrysarobinum Dilution 200 CH,SBL Pvt Ltd,,4.4,22,Others
Bhandari Bach Flower Beech 30,Bhandari Homoeopathic Laboratories,Bach Flower Beech,,,Others
Haslab Drox 26 Urobin Drop,HASLAB,BerberisVulg 3xCanthris 3xEupatorium perf 3xEquisetHym 3x,,,Kidney
SBL Ratanhia Dilution 1000 CH,SBL Pvt Ltd,Plant extract of krameria mapatoEthanolWater,4.4,133,Throat
ADEL Acid Fluor Dilution 30,Adel Pekana Germany,Acid flour,4.6,18,Others
Dr Willmar Schwabe India Calcarea Fluorica Biochemic Tablet 30X,Dr Willmar Schwabe India Pvt Ltd,,4.4,178,Others
SBL Phosphorus Dilution 3 CH,SBL Pvt Ltd,Phosphorous Dilution,4.4,182,Stomach
Bakson B30 Nocturnal Drop,Bakson's Homeopathy,Calc. PhosFerrum PhosPulsatillaSepiaKalium phosphoricum,,,Throat
SBL Tuberculinum 0/1 LM,SBL Pvt Ltd,Nosode (bovine TB)EthanolWater,,,Joints
Wheezal Carbo Veg Trituration Tablet 3X,Wheezal Homeo Pharma,,,,Others
SBL Glycyrrhiza Glabra Tablet 1X,SBL Pvt Ltd,,,,Others
Dr. Reckeweg Kali Muriaticum Dilution 200 CH,Dr Reckeweg & Co,,4.6,13,Others
Dr Willmar Schwabe India Anekind Globules,Dr Willmar Schwabe India Pvt Ltd,,,,Others
Ralson Remedies Caprofa V.M. Digestive Syrup,Ralson Remedies Pvt Ltd,Piper Nigrum 2xThymus 5xAsafoetida 3xCoriandrum sativa 5xHydrastis can. 3xNux Vom. 3xLycopodium 2xCarbo veg. 5x,4.6,12,Others
Haslab Drox 2 Arthiron Drop,HASLAB,,,,Others
Lord's Livotone Liver Tonic,Lord's Homoeopathic Laboratory Pvt Ltd,KalmeghCarica pap.Myrica ceriferaChelidonium majusChionanthas v,4.2,19,Heart
Dr Willmar Schwabe India Causticum Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Natrum causticumAlcohol,,,Eye
Dr Willmar Schwabe India Belladonna Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,Belladonna,4.7,144,Others
SBL Malandrinum Dilution 30 CH,SBL Pvt Ltd,,4.1,21,Others
Dr Willmar Schwabe India Bacillinum Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,,4.4,26,Others
Bakson's Cream Bleach,Bakson's Homeopathy,Aloe veraLemonCucumber,,,Skin
Dr Willmar Schwabe India Bio-Combination 04 (BC 04) Tablet,Dr Willmar Schwabe India Pvt Ltd,Calcarea fluoricaKalium muriaticumNatrum muriaticumSilicea,4.3,12,Others
Sett Dey Brahmi Mother Tincture Q,Sett Dey & Co (Homeo) Lab,Brahmi,,,Hair
Bio India Ledum Palustre Ointment,Bio-India Pharma Pvt Ltd,Ledum Palustre,,,Joints
SBL Ruta Graveolens 0/17 LM,SBL Pvt Ltd,Ruta Graveolens,,,Eye
SBL Alstonia Scholaris Mother Tincture Q,SBL Pvt Ltd,Alstonia scholarisAlcohol,,,Stomach
Dr Willmar Schwabe India Kali Sulphuricum Biochemic Tablet 3X,Dr Willmar Schwabe India Pvt Ltd,Kali Sulphuricum,4.6,20,Joints
Dr. Reckeweg Aurum Muriaticum Natronatum Dilution 30 CH,Dr Reckeweg & Co,Aurum Mur,,,Others
SBL Aurum Metallicum Dilution 1000 CH,SBL Pvt Ltd,,4.5,52,Others
Dr. Reckeweg Sulphur Dilution CM CH,Dr Reckeweg & Co,Sugar of milkThe saturated solution of sulphurAbsolute alcohol,4.6,285,Skin
ADEL Conium Mac. Dilution 1M,Adel Pekana Germany,,,,Others
German's Stomach Ache Care and Cure Drop,German Homoeo Care and Cure Pvt. Ltd.,AluminaBryonia AlbaColocynthisLachesisLycopodium ClavatumMercuriusSublimatus CorrosivusPlumbum AceticumSulphurEthanol and Purified WaterAlcohol Content,,,Intestine
SBL Guaco Dilution 30 CH,SBL Pvt Ltd,,,,Others
Dr. Reckeweg Ranunculus Bulbosus Dilution 200 CH,Dr Reckeweg & Co,,,,Others
SBL Acalypha Indica Dilution 30 CH,SBL Pvt Ltd,,,,Others
Dr. Reckeweg Galium Aparine Mother Tincture Q,Dr Reckeweg & Co,Extra Neutral Alcohol (ENA)100% pure alcoholRaw materialsSaccharoseEthanol,,,Others
Dr. S.C.Deb's Alfalfa Malt Tonic,Dr. S.C. Deb Homeo Research Laboratory Pvt. Ltd.,AlfalfaAvena SativaAshwagandhaHydrastis CanadensisFormic AcidGinseng,,,Others
Dr. Reckeweg Uranium Nitricum Dilution 200 CH,Dr Reckeweg & Co,Uranium nitrateEthanolWater,4.8,21,Eye
Dr Willmar Schwabe Germany Calendula Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Calendula,,,Skin
Dr. Reckeweg Spongia Tosta Dilution 1000 CH,Dr Reckeweg & Co,Ocean animal spongeEthanolWater,4.7,37,Eye
SBL Blatta Orientalis Dilution 30 CH,SBL Pvt Ltd,Triturated live insectsSugar of milk,4.8,10,Others
SBL Vanadium Metallicum Dilution 1000 CH,SBL Pvt Ltd,Vanadium Metallicum,4.8,17,Heart
LDD Bioscience Guatteria Gaumeri Plus,LDD Bioscience Pvt Ltd,Guatteria gaumeriAlcohol content 60% v/v,3.7,10,Heart
Dr Willmar Schwabe India Kali Carbonicum Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,Kali Carbonicum,4.6,23,Others
SBL Juglans Regia Mother Tincture Q,SBL Pvt Ltd,,,,Others
LDD Bioscience Aurum Mur Nat 3X,LDD Bioscience Pvt Ltd,Aurum Mur nat.,,,Skin
SBL Arnica Montana Radice Mother Tincture Q,SBL Pvt Ltd,,,,Others
Ralson Remedies Ralrest Drop,Ralson Remedies Pvt Ltd,Ammonium Bromidum 3xAvena Sativa 1xChamomilla 4xEschscholzia 2xHumulus Lupulus 2xIgnatia Amara 6xPassiflora Incarnata 2xValeriana Off 1XZincum Val 6X,,,Others
Radient 14 Low B.P. (Blood Pressure) Oral Drops,Radient Pharma,Conium maculatumGelsemium sempervirensBaryta carbonicaCrataegus oxyacantha,,,Others
SBL Dulcamara Mother Tincture Q,SBL Pvt Ltd,,,,Others
Dr Willmar Schwabe India Acidum Oxalicum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,,,,Others
Bjain Omeo Dentition Tablet,Bjain Pharmaceuticals Pvt Ltd,ChamomillaFerrum phosphoricumKali muriaticumCalcarea phosphoricaKali phosphoricum Silicea Magnesium phosphoricum,,,Others
SBL Cantharis Dilution 1000 CH,SBL Pvt Ltd,,4.6,287,Others
Dr. Reckeweg Cimicifuga R Dilution 200 CH,Dr Reckeweg & Co,Cimicifuga Racemosa,4.5,22,Others
Dr Willmar Schwabe Germany Caulophyllum Thalictroides Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Homeopathy spirits,,,Whole Body
Dr Willmar Schwabe India Pulsatilla Dilution 1000 CH,Dr Willmar Schwabe India Pvt Ltd,Pulsatilla,4.5,90,Joints
Dr Willmar Schwabe India Natrum Muriaticum Biochemic Tablet 6X,Dr Willmar Schwabe India Pvt Ltd,Natrum Muriaticum,4.5,24,Heart
Bhandari Bach Flower Willow 30,Bhandari Homoeopathic Laboratories,,,,Others
ADEL Causticum Dilution 200,Adel Pekana Germany,Natrum causticumAlcohol,,,Eye
Dr Willmar Schwabe India Aralia Racemosa Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Plant extracts from American SpikenardEthanolWater,,,Others
Dr. Reckeweg Sarsaparilla Officinalis Dilution 1000 CH,Dr Reckeweg & Co,Sarsaparilla,4.3,11,Kidney
Pioneer Pharma Chelidonium Globules Pellet Multidose Pills 200 CH,Pioneer Homoeo Pharma Pvt Ltd,Chelidonium,,,Stomach
Hapdco Sunway Almond Hair Cleanser,HAPDCO,,,,Others
Dr Willmar Schwabe India Chamomilla Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,Chamomilla,4.7,26,Skin
Dr. Reckeweg Staphysagria Dilution 50M CH,Dr Reckeweg & Co,Seeds of staphysagria with alcohol,4.5,83,Hair
ADEL Andrographis Mother Tincture Q,Adel Pekana Germany,Andrographis Paniculata extracts,,,Others
Dr Willmar Schwabe India Cuprum Metallicum Dilution 200 CH,Dr Willmar Schwabe India Pvt Ltd,Cuprum Metallicum,4.6,29,Eye
SBL Chloroformum Dilution 1000 CH,SBL Pvt Ltd,,,,Others
Dr. Reckeweg Echinacea Ang Dilution 6 CH,Dr Reckeweg & Co,,4.6,14,Others
Dr Willmar Schwabe India Rauvolfia Serpentina Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,ReserpineEthanolWater,4.8,12,Whole Body
SBL Withania S (Ashwagandha) Dilution 6 CH,SBL Pvt Ltd,Withania Somnifera,4.5,60,Heart
Noble Life Energy E52 U-Creat Urea Creatinine Drop,Noble Life Energy Pvt. Ltd,Eel SerumEchinacea AngustifoliaTerebinthinaeUranium NitricumApis MellificaBerberis VulgarisSarsaparilla,,,Others
Lord's Rheuma-Koll Syrup,Lord's Homoeopathic Laboratory Pvt Ltd,Acid FormicColchicineRhus ToxNatrum SalicylicumLedum PalDulcamaraLithium Carb.GelsemiumUlmusDeionised water,,,Joints
SBL Aletris Farinosa Dilution 30 CH,SBL Pvt Ltd,Plant extract of aletris farinosaEthanol,4.3,10,Joints
Dr. Reckeweg Calc Renal Dilution 30 CH,Dr Reckeweg & Co,,,,Others
Bioforce Blooume 25 Migrainosan Drop,Bioforce,,,,Others
SBL Belladonna Dilution 10M CH,SBL Pvt Ltd,Belladonna,4.7,935,Intestine
Bakson's Gastro Aid Syrup Sugar Free,Bakson's Homeopathy,Natrum phos.Robinia pseudoCapsicum ann.Acidum SulphPhosphorus,4.6,70,Intestine
SBL Crataegus Oxyacantha Dilution 200 CH,SBL Pvt Ltd,Extracts from the crataegus oxyacantha plant,4.3,21,Joints
Noble Life Energy E70 Arthron Arthritis Drop,Noble Life Energy Pvt. Ltd,Bryonia AlbaBerberis VulgarisColchicum AutumnaleLedum PalustrePiscidiaPrimula Vulgaris,,,Others
ADEL Kali Phosphoricum Biochemic Tablet 6X,Adel Pekana Germany,Kali phosphorica,,,Others
SBL Cicaderma Ointment,SBL Pvt Ltd,Calendula Officinalis MT 20 gHypericum Perforatum 10 gAchillea Millefolium 10 gLedum Palustre MT 1.5 gPulsatilla MT 1.5 g,,,Others
Dr Willmar Schwabe India Thiosinaminum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,RhodallinEthanolWater,,,Others
SBL Hygrophila Spinosa Mother Tincture Q,SBL Pvt Ltd,,,,Others
SBL Lycopodium Clavatum 0/2 LM,SBL Pvt Ltd,Lycopodium Clavatum,4.4,22,Kidney
Haslab Alfalfa Super Tonic,HASLAB,,4.6,35,Others
Bioforce Blooume 8 Clerskin Drop,Bioforce,,,,Others
ADEL Bryonia Alb. Dilution 1M,Adel Pekana Germany,Bryonia Alba,4.7,18,Others
ADEL Bio-Combination 27 Tablet,Adel Pekana Germany,Calcarea PhosphoricaKalium PhosphoricumNatrum Muriaticum,,,Others
Hapdco MTC-74 Migraine & Headache Drop,HAPDCO,Cimicifuga. RacIris. VersSang.CanCyclamen europaeumGelsemium. Semp,,,Head
SBL Kali Muriaticum Biochemic Tablet 200X,SBL Pvt Ltd,Kali Muriatica,4.6,259,Others
Haslab HC 76 Plantago Complex Tablet,HASLAB,Calc flourCoffeaCalc phosChamStaphysagriaPlantagoKreosatum,,,Others
Bhargava S S Sarsaparilla Syrup,Bhargava Phytolab,Azadirachta indicaSarsaparillaKalmeghBerberis aquifolium,,,Skin
Bakson's Alfavena Malt Powder,Bakson's Homeopathy,,4.4,45,Others
Dr Willmar Schwabe India Drosera Rotundifolia Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,Drosera Rotundifolia (Tincture of active fresh plant),4.5,17,Others
SBL Xanthoxylum Fraxineum Mother Tincture Q,SBL Pvt Ltd,Fresh bark of pricky ash plantEthanolWater,,,Brain
Bhandari Bach Flower Agrimony 30,Bhandari Homoeopathic Laboratories,Bhandari Bach Flower Agrimony,4.8,12,Others
Dr Willmar Schwabe India Aralia Racemosa Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,Plant extracts from American SpikenardEthanol,,,Others
LDD Bioscience Fraxinus Americana Mother Tincture Q,LDD Bioscience Pvt Ltd,Fraxinus Americana Q,,,Whole Body
Allen Five Phos General Tonic,Allen Homoeo & Herbal Products Ltd,Calcarea phosphoricaFerrum phosphoricumKalium phosphoricumMagnesia phosphoricaNatrumphosphoricum,4.3,30,Others
Dr. Reckeweg Pothos Foetida Dilution 30 CH,Dr Reckeweg & Co,Lactose EthanolWater,,,Head
Noble Life Energy E24 Stay Young Anti Aging Drop,Noble Life Energy Pvt. Ltd,AlfalfaFerrum PhosphoricumCalcarea PhosphoricaEchinacea RudbeckiaNatrum MuriaticumCalcarea Phosphorica,,,Others
Pioneer Pharma Antim Tart Globules Pellet Multidose Pills 200 CH,Pioneer Homoeo Pharma Pvt Ltd,Antim tart,,,Others
Ralson Remedies Babydent Tablet,Ralson Remedies Pvt Ltd,Calcarea Phosphorica 3xCalcarea Fluorica 3xFerrum Phosphoricum 6xKali Muriaticum 6xKali Phosphoricum 6xSilicea 6xColocynthis 6xChamomilla Vulg. 6x,,,Others
SBL Ricinus Communis Dilution 30 CH,SBL Pvt Ltd,,,,Others
SBL Senega Dilution 200 CH,SBL Pvt Ltd,Senega,4.5,25,Throat
SBL Aconitum Napellus Mother Tincture Q,SBL Pvt Ltd,Extract of the plant monkshoodEthanol,,,Others
Bio India Complex 23 Brain & Memory Drop,Bio-India Pharma Pvt Ltd,Anacardium orientaleBacopa monnieriHydrocotyle asiaticaGinkgo bilobaScutellariaSalvia officinallisRosmarinus officinallis,,,Others
LDD Bioscience Gun Powder 3X,LDD Bioscience Pvt Ltd,Potassium nitrateSulphur,,,Others
Dr Willmar Schwabe Germany Ruta Graveolens Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Ruta Graveolens,,,Eye
Pioneer Pharma Sanguinaria Globules Pellet Multidose Pills 200 CH,Pioneer Homoeo Pharma Pvt Ltd,Sanguinaria,,,Head
SBL Aletris Farinosa Dilution 200 CH,SBL Pvt Ltd,Plant extract of aletris farinosaEthanol,4.3,10,Joints
Ralson Remedies Ralspasgo Drop,Ralson Remedies Pvt Ltd,Alumina 12xBryonia-Alba 4xColocynthis 4XLachesis 30xLycopodium Clav 4xMercurius Sublimatus Corr 8xPlumbum Acet 12xSulphur 12X,,,Others
Dr. Reckeweg Sanicula Aqua Dilution 30 CH,Dr Reckeweg & Co,,,,Others
Lord's L 142 Migraine And Neuralgia Drop,Lord's Homoeopathic Laboratory Pvt Ltd,Iris Ver.Spigelia M.Cimicifuga RaceSanguinaria CanGelsemium Sem.,,,Head
SBL Codeinum Dilution 30 CH,SBL Pvt Ltd,Codenium is the basic salt used in the preparation of the dilution,,,Others
Hapro Causticum Dilution 1M,Hapro Homeo Chem Pvt Ltd,Natrum Causticum,,,Others
Dr. Reckeweg Aethusa Cyn Dilution 30 CH,Dr Reckeweg & Co,,,,Others
ADEL Ars Sulf Flav Trituration Tablet 6X,Adel Pekana Germany,Arsenicum Sulphuratum Trituration,,,Skin
ADEL Chelidonium Dilution 200,Adel Pekana Germany,,4.5,12,Others
Dr. Reckeweg Migraine Care Combo (R16 + Magnesia Phosphoricum Biochemic Tablet 6X),Dr Reckeweg & Co,,,,Others
Dr. Reckeweg Chelidonium Maj Dilution 6 CH,Dr Reckeweg & Co,,4.7,30,Others
Dr. Reckeweg Causticum Dilution CM CH,Dr Reckeweg & Co,Natrum causticumAlcohol,4.5,203,Eye
Dr Willmar Schwabe India Ledum Palustre Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Ledum palustre with alcohol,4.3,12,Eye
New Life Bach Flower Gentian 30,New Life Laboratories Pvt Ltd,,4.8,31,Others
SBL Sanguinarina Nitrica Dilution 200 CH,SBL Pvt Ltd,Plant extract of sanguinaria canadensisEthanolWater,4.3,24,Throat
Dr. Reckeweg Rosmarinus Off Dilution 200 CH,Dr Reckeweg & Co,Rosemary Officianalis,4.7,34,Others
Dr Willmar Schwabe India Acidum Phosphoricum Dilution 6 CH,Dr Willmar Schwabe India Pvt Ltd,,4.5,90,Hair
Healwell Tricho Drop,Healwell International Limited,,,,Hair
Bakson B46 Right Abdominal Drop,Bakson's Homeopathy,Apis melArsenicum albArsenicum albSulphur,,,Whole Body
Dr. Reckeweg Apis Mell Dilution 3X,Dr Reckeweg & Co,Apis mellifica with alcohol,4.6,74,Others
Dr. Reckeweg Calc Fluor Dilution 6 CH,Dr Reckeweg & Co,,4.6,40,Others
Noble Life Energy E78 Candidus Fungal Infection Drop,Noble Life Energy Pvt. Ltd,PsorinumGraphitesMezereumSiliceaChrysarobinum,,,Others
SBL Citrus Vulgaris Mother Tincture Q,SBL Pvt Ltd,,,,Head
Dr. Reckeweg Cimicifuga R Mother Tincture Q,Dr Reckeweg & Co,Cimicifuga Racemosa,,,Others
SBL Verbascum Thapsus Dilution 30 CH,SBL Pvt Ltd,"Extracts from the flowers, leaves, dried petals and roots of Thapsus plant",,,Throat
Hapdco Vitagen Syrup,HAPDCO,,4.7,20,Others
New Life Bach Flower Elm 30,New Life Laboratories Pvt Ltd,,4.8,28,Others
LDD Bioscience Calendula Officinalis Mother Tincture Q,LDD Bioscience Pvt Ltd,Calendula Offcinalis,,,Others
SBL Acidum Sarcolacticum Dilution 200 CH,SBL Pvt Ltd,Sarcolacticum AcidumEthanol,,,Others
St. George’s Bach Flower Cherry Plum 6 CH,St. George’s Homoeopathy,Bach Flower Cherry Plum,,,Others
Dr. Reckeweg Lycopus Vir Mother Tincture Q,Dr Reckeweg & Co,,,,Others
LDD Bioscience Mother Tincture Terminalia Arjuna Q,LDD Bioscience Pvt Ltd,Terminiali arjuna,,,Others
Hapdco Arnica Hair Tonic,HAPDCO,,,,Others
Sett Dey Antim Tart Dilution 6,Sett Dey & Co (Homeo) Lab,Antimonium Tartaricum,,,Intestine
Dr. Reckeweg Staphysagria Dilution CM CH,Dr Reckeweg & Co,Seeds of staphysagria with alcohol,4.5,83,Hair
Dr. Reckeweg Vinca Minor Dilution 200 CH,Dr Reckeweg & Co,Vinca Minor,4.2,15,Hair
SBL Parathyroidinum Dilution 200 CH,SBL Pvt Ltd,Parathyroidinum,,,Whole Body
SBL Agave Americana Mother Tincture Q,SBL Pvt Ltd,Agave Americana,4.5,17,Others
Dr. Reckeweg Kali Bichrom Dilution 10M CH,Dr Reckeweg & Co,,4.5,90,Others
SBL Copaiva Officinalis Dilution 200 CH,SBL Pvt Ltd,Balsam of the Copaifera Officinalis plant,4.8,16,Others
St. George’s Catharanthus Roseus Mother Tincture Q,St. George’s Homoeopathy,Catharanthus roseus.,,,Others
SBL Abroma Augusta Dilution 30 CH,SBL Pvt Ltd,Plant extract of Abroma AugustaEthanol,,,Others
ADEL Calc Fluor. Dilution 30,Adel Pekana Germany,,4.5,13,Others
Dr. Reckeweg Sabina Dilution 200 CH,Dr Reckeweg & Co,,,,Others
Dr. Reckeweg Natrum Phos Dilution 200 CH,Dr Reckeweg & Co,Natrum Phosphoricum with alcohol,4.5,14,Eye
Dr. Reckeweg Hypericum Per Dilution 6 CH,Dr Reckeweg & Co,Extracts of whole blooming hypericum plant,4.6,78,Joints
Lord's Pediclean Cream,Lord's Homoeopathic Laboratory Pvt Ltd,Lactic acidLecithinCocoa butterAloe Vera extractCalendula extractUreaLight liquid paraffinGlycerin,,,Skin
Radient Mikoil Oil,Radient Pharma,Azadirachta indica QHydrastis can. QEucalyptus QTerebinthina QCalendula ext. QOil base,,,Joints
Dr. Reckeweg Ratanhia Peruviana Mother Tincture Q,Dr Reckeweg & Co,Ratanhia Alcoholwater,,,Whole Body
Wheezal WL10 Dental Neuralgia Drop,Wheezal Homeo Pharma,,,,Others
SBL Carduus Marianus Dilution 200 CH,SBL Pvt Ltd,Carduus Marianus,4.7,15,Others
Dr Willmar Schwabe India Rhododendron Chrysanthum Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,Extract of snow rose plantEthanolWater,4.8,20,Joints
Dr. Reckeweg Ammonium Mur Dilution 30 CH,Dr Reckeweg & Co,Ammonium chloride with alcohol,4.8,10,Others
SBL Terminalia Arjuna Dilution 30 CH,SBL Pvt Ltd,Arjuna,4.5,11,Heart
Dr. Reckeweg Calendula Off Dilution 200 CH,Dr Reckeweg & Co,,,,Others
Similia Camphorhus Oil,Similia Homoeo Laboratory,,4.1,11,Others
ADEL Abrotanum Dilution 30 CH,Adel Pekana Germany,,,,Others
Allen A72 Menopause Drop,Allen Homoeo & Herbal Products Ltd,,,,Others
Dr. Reckeweg Sabina Mother Tincture Q,Dr Reckeweg & Co,,,,Others
Dr. Reckeweg Caulophyllum Dilution 200 CH,Dr Reckeweg & Co,,4.6,20,Others
Pioneer Pharma Argentum Nitricum Pills 200 CH,Pioneer Homoeo Pharma Pvt Ltd,Argentum nitricum,,,Others
SBL Physostigma Venenosum Dilution 1000 CH,SBL Pvt Ltd,,4.6,137,Others
Dr. Reckeweg Lathyrus Sativus Dilution 200 CH,Dr Reckeweg & Co,,,,Others
Bakson's Acidum Nitricum Dilution 30,Bakson's Homeopathy,Acidum Nitricum,,,Skin
SBL Agaricus Muscarius Dilution 1000 CH,SBL Pvt Ltd,Agaricus Muscarius,4.5,50,Others
Lord's Ledum Ointment,Lord's Homoeopathic Laboratory Pvt Ltd,Ledum palustre,,,Joints
Bakson's Apis Mellifica Ointment,Bakson's Homeopathy,Apis Mellifica Q,4.8,12,Others
Adven Rolfia Drop,Adven Biotech Pvt Ltd,,,,Others
Adven A-145 Vertigo Drop,Adven Biotech Pvt Ltd,Homeopathic Formulation,,,Nerves
SBL Arsenicum Album 0/3 LM,SBL Pvt Ltd,,4.9,14,Others
Hapdco Gripe Mixture Syrup,HAPDCO,,,,Others
Lord's L 160 Stomach Drop,Lord's Homoeopathic Laboratory Pvt Ltd,Atropinum.Chelidonium maj.Anacardium occLycopodium c.Argentum nit.ChamomillaArsenicum alb.Carbo veg.Nux comicaScrop. nod.,3.6,10,Intestine
Dr. Reckeweg Conium Mac Mother Tincture Q,Dr Reckeweg & Co,,,,Others
SBL Astacus Fluviatilis Dilution 200 CH,SBL Pvt Ltd,Astacus FluviatilisEthanol,4.4,56,Others
Allen's Comeba Drop,Allen Healthcare,"Holarrhena antidysentericaAtista radixAegle marmelosBlumea, DorataEmbelia ribesMagnesia carbonicaMerecurius corrosivusMagnesium phosphoricumCephalandra indica",,,Intestine
Hapdco Britone Herbal Eye Drop,HAPDCO,,,,Others
Bakson's Hair Color 12 Sachets Light Brown,Bakson's Homeopathy,,4.2,55,Others
Dr. Reckeweg Dulacamara Dilution 200 CH,Dr Reckeweg & Co,,4.7,14,Others
SBL Sanguinaria Canadensis Dilution 1000 CH,SBL Pvt Ltd,Sanguinaria Canadensis,4.5,82,Others
Dr. Reckeweg Hekla Lava Dilution 200 CH,Dr Reckeweg & Co,Fine ash from mount heclaEthanolWaterGlycerolOils,,,Joints
Bhargava Homoeogesic Tablet,Bhargava Phytolab,,,,Others
Dr. Reckeweg Chelidonium Maj Dilution 3X,Dr Reckeweg & Co,,4.7,30,Others
SBL Sinapis Nigra Dilution 200 CH,SBL Pvt Ltd,Sinapis Nigra,4.3,20,Pancreas
LDD Bioscience Abroma Augusta Mother Tincture Q,LDD Bioscience Pvt Ltd,Abroma Augusta Q,,,Eye
SBL Kali Carbonicum Dilution 1000 CH,SBL Pvt Ltd,,4.7,54,Others
Bjain Omeo Sinus Relief Drop,Bjain Pharmaceuticals Pvt Ltd,Arsenicum albumCalcarea carbonicaHydrastis canadensisKali bichromicumPulsatilla nigricans,,,Throat
SBL Bromium Dilution 6 CH,SBL Pvt Ltd,BromineEthanolWater,4.9,17,Others
Bakson's Damiana Mother Tincture Q,Bakson's Homeopathy,Damiana,,,Others
SBL Pinus Lambertiana Mother Tincture Q,SBL Pvt Ltd,Dried sap of Sugar Pine Tree,,,Kidney
Adven A-202 Hyperhydrosis Drop,Adven Biotech Pvt Ltd,Homeopathic Formulation,,,Skin
Noble Life Energy E36 Bustup Breast Firming Drop,Noble Life Energy Pvt. Ltd,Sabal SerrulataConium MaculatumChimaphilla UmbellataOnosmodiumAcidum NitricumSepia,,,Others
Dr. Reckeweg Thiosinaminum Dilution 200 CH,Dr Reckeweg & Co,RhodallinEthanolWater,,,Others
SBL Murex Purpurea Dilution 30 CH,SBL Pvt Ltd,,4.7,10,Others
Dr. Reckeweg Chininum Sulph Dilution 200 CH,Dr Reckeweg & Co,,,,Others
SBL Crocus Sativus Dilution 30 CH,SBL Pvt Ltd,Crocus sativusAlcohol,4.6,10,Others
Bakson's Holarrhena Antidysenterica (Kurchi) Mother Tincture Q,Bakson's Homeopathy,Holarrhena antidysenterica (kurchi),,,Others
ADEL Alumen Dilution 30,Adel Pekana Germany,Potash alumEthanol,,,Others
Dr. Reckeweg Aalserum Dilution 200 CH,Dr Reckeweg & Co,,4.6,29,Others
Dr Willmar Schwabe India Arsenicum Iodatum Dilution 6 CH,Dr Willmar Schwabe India Pvt Ltd,,4.9,15,Others
Dr. Reckeweg Iberis Amara Mother Tincture Q,Dr Reckeweg & Co,,,,Others
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),Dr Batra Positive Health Products Limited,EchinaceaAconitum NappelusSambucus NigraBaptisia TinctoriaThuja,,,Throat
Dr Willmar Schwabe India Viscum Album Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,Viscum album,4.7,24,Nerves
Dr Willmar Schwabe India Bio-Combination 10 (BC 10) Tablet,Dr Willmar Schwabe India Pvt Ltd,Calcarea phosphoricaFerrum phosphoricumKalium muriaticum,4.5,17,Others
LDD Bioscience China Off Dilution 30,LDD Bioscience Pvt Ltd,China Officinalis,,,Heart
ADEL Alumina Dilution 30,Adel Pekana Germany,Alumina,4.6,14,Kidney
Sett Dey Calcarea Fluorica Dilution 1M,Sett Dey & Co (Homeo) Lab,Calcarea fluorica,,,Joints
Dr. Reckeweg Guaiacum Dilution 30 CH,Dr Reckeweg & Co,Guaiacum with alcohol,,,Joints
Dr. Reckeweg Sepia Dilution 6 CH,Dr Reckeweg & Co,Sepia,4.5,167,Brain
ADEL Colchicum Mother Tincture Q,Adel Pekana Germany,,,,Others
SBL Zincum Oxydatum Dilution 200 CH,SBL Pvt Ltd,Zincum Oxydatum,,,Nerves
Bio India Skookum Chuck Ointment,Bio-India Pharma Pvt Ltd,Skookum Chuck,4.7,10,Skin
St. George’s Neelima Anti Dandruff Hair Oil,St. George’s Homoeopathy,BadiagaCantharisCassia AquiminataHydrocortyleKali sulph,,,Hair
